Setting,gamma,variable,value
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.5129443840476338
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,5.289140706783874
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.5457759273644953
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.5625938628530776
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.596896960400823
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.3497377534786477
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.3283444521796106
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.1363193312131328
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.4033217970269982
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,3.1841098340228076
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.6687874629171944
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.7754685971245232
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.529436957561522
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.9078983047488087
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.28845775896288117
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.604967380920872
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,6.705928382462037
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.4427843642832645
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.724943523538415
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,4.181134111497961
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.5158836133265368
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.2827680995560744
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.602673042379025
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.881859574021764
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.6007621877815543
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,3.949487758334735
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.0111412208076818
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.967359794109215
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.725201815422353
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,3.7165820770374127
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,4.189945996254057
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.278648913242451
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.2918844137272103
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,0.1433677514599676
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.333535856763972
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.2940525638773064
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.048344501711706
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,2.7274201306076824
"Transition: PC
Reward: Hm",0.95,proposed - kernel_08,1.7697891940007917
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.5372678819728858
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,4.123912396543849
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.5882152124685227
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,2.2264448633969645
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.2504192936014933
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.14819804488198063
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.5771730018923131
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.7823740977517
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.841460298930981
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.384182757535887
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.2094235724029159
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.7240453669001248
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.6496845095506849
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,2.591775571571177
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.5029667408377558
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8031950131755399
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.023862763436603096
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.2048067168848364
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.24916707779655756
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.3513405992814085
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.6288113549882062
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.5836232262479006
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.45094276550885803
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,-0.061329628426744165
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.6366371528084316
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8242114750840486
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.4921161931494149
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.1217120991992173
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.7502300170019272
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.2468423445707488
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.508958370088405
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8399520014291744
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.7201400200712849
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.4902924000704214
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.741454168954351
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,2.4038520942646007
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.7999825407173771
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.0879081327842086
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.3848477976316307
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8449915479273828
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.4556057630014676
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.2010875908863956
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.10223389011051065
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8370134697100355
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.1512349140150309
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.9291704679630293
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,2.9054091556657573
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,2.1597877337644795
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.7949017956145945
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.2561337254097884
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.050250917793155
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.6537528240741164
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.7359222123049145
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.33360336556939973
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.08234742303103815
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.3861028506206665
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.7748626724525947
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.4502516983256948
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.404290114890852
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8605599023881791
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,-0.20372701142702265
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.5771752897697278
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.1165424811232483
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.2952989768471155
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.4167018832617213
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.2858560055402757
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.9729548222665536
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.28738575727524296
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.171473837215831
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.44930188964751583
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8355701866011191
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.3745834210188166
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.3160095336992668
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.4725056954079916
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.6786911423927471
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.636593781197615
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.4002938820398345
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8728444407580573
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,-0.182247072731486
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.1533352717722867
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.807110432677106
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.18201910510675834
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.03567073248304009
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.6647820075049031
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.2516873047927577
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.2301944249059962
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.9397986273555361
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.8009764946595173
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8199583796825727
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.15289304594570652
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.949997106908882
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.2102181298382524
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.8333535994864838
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.33479301404869055
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.030707777714384044
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.45605602851564875
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.5132673492570614
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,1.4249970229556852
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.877886992020132
"Transition: Sm
Reward: Hm",0.9,proposed - kernel_08,0.4935807370811016
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.36680565630016737
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,7.881074085809221
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,3.067118536230536
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2829819325576768
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.5352323180331151
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.28809223555929897
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.247725524904638
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.484168721343715
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.9312656707338718
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.965768706993642
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.6737690933181071
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.4984583700220933
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.055891201025644
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,5.081669779083084
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.6628454706109004
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.8832111052302842
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,-0.09783165862185328
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.488633055266553
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.44197986832553227
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.4731522869530451
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.7473585396694027
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2186989919363
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.0267154263659481
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,-0.006535281055246145
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.821062394515976
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.493411888027297
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.8996471933821528
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.312055345699073
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.844803615591422
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.6144942513771374
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.7046373694043329
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.8726825185920521
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.120986886555663
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.1532163361296206
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2796830017541314
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,4.9469350182848295
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.028593164427548
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.4331568007572733
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2374267596151807
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.1401475379395034
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.1276224011140368
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.4750087738995985
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.5339855153423638
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.835413234810062
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.453449412854704
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2142994254965132
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,3.939565695495447
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.3711261566105266
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,3.802476691584455
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.6358115971709903
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.475430500011802
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,3.1059236183524437
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.428840920460301
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.6723544287352645
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.7113582647391503
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2374444608009671
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.4324353236315819
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.0079341535314903
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.5698056010800787
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.8884443500696833
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,-0.19424963586204846
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.1979207599231998
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.21220081587550688
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.2337491153538487
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.9367083203032962
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.5822058238708472
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.2096439542747754
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.8596767380836283
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.0067769518898926
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.9822818775412969
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.611269619386693
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.6587757082382009
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.8181752348628564
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.385911318779545
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2227108600805128
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.0308946169941038
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.6524181827066116
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.650653395523637
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,-0.3993227019331602
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.828912565239677
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,3.9438494939551303
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.5918798614227807
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.08197514805975459
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.4198271193634264
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.5158867323486511
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.5612442669928557
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.16660714179560898
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,3.6684787682703037
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.1589402213532551
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.33918281048775256
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,3.258706676501059
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.0966181502647121
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.47752077837490603
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.7182631198877818
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,0.07194500682954796
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2055333632704457
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.2781994697593522
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,2.8516840962127272
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.6676178692814743
"Transition: Sm
Reward: Hm",0.95,proposed - kernel_08,1.0833055735038375
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.708678109709602
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.061472723548938
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.006737658843848
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.5181868267025855
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.134931861802791
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.4996749770107254
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.521959985834904
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,1.8045155794671195
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.037039639055309
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.4697319711398946
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.548389858454071
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.7635725082280747
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.003207514250174
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.053256173086955
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.686266593412167
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.736091804363257
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.85721806083391
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.4830675614626765
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.007791362195
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.7085174046415235
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.51770788217247
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.074904499955681
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.687657460387856
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.9530752544229926
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.409002253903636
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.324711415750798
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.7129669107197785
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.0192775572799775
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.189055563920858
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.981335062859627
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.764727228098889
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.459537438465932
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.6789152340808884
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.019797786652269
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.256637963968329
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.085032138303607
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.744905519392617
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.562479940090839
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.24240452879334
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.035250952245855
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.4385259755666286
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.375671484828471
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.761536749165266
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.971473150123563
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.800298017823151
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.311887005923676
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.074070809601392
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.331568043297443
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.65613031013367
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,1.6512240415599848
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.417307607039239
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.398830442446009
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.9091953399562036
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.945632817308203
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.710778509105952
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.744189315112423
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.884529599835916
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.568471387209353
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.5739445305573185
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.951132291509354
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.603499566511546
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.986858933979237
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.510977706359745
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.175950266781035
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.334196300045009
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.0309530500165724
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.412880142734149
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.059135438962631
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.839913408128869
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.464173145718379
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.6110495934482234
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.134322219632529
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.972836271773092
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.706198157662005
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.3899204943535657
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.7444541974017858
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.390149683416893
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.9948526760164755
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,0.7839187735073678
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.733870143532193
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.378198379217218
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,1.1963262451551864
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.3243546260115777
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.735371377805425
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.982517730554174
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.975621378717353
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.178809188580906
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.857817157646335
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.751190707221237
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.725363994835629
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.5977706855477285
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.437853692808513
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,3.0227546262187963
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.983518994723834
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.9931769657931606
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.034280339339766
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.253434154054193
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,5.161926055484329
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,4.407950052651141
"Transition: Hm
Reward: PC",0.9,proposed - kernel_16,2.4794264967186
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,9.17877991937576
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,9.650649774312289
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,9.579155725082657
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,8.586238398788531
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,4.172601908652706
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,6.622726304805265
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,8.602625547185232
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,3.092025762732629
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,9.572392937610626
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,6.590377209169315
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,8.639467464016699
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,5.064322819167061
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,9.588173936712884
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,9.57354179603757
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,8.904699710277152
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,9.151052657617301
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,6.990038241993199
"Transition: Hm
Reward: PC",0.95,proposed - kernel_16,7.57944099156846
